51,T1078,G0037,FIN6,"To move laterally on a victim network, FIN6 has used credentials stolen from various systems on which it gathered usernames and password hashes.[30][31][32]"
52,T1078,G0046,FIN7,FIN7 has harvested valid administrative credentials for lateral movement.[33]
53,T1078,G0061,FIN8,FIN8 has used valid accounts for persistence and lateral movement.[34]
54,T1078,G0117,Fox Kitten,Fox Kitten has used valid credentials with various services during lateral movement.[35]
55,T1078,G0093,GALLIUM,GALLIUM leveraged valid accounts to maintain access to a victim network.[36]
56,T1078,S0604,Industroyer,Industroyer can use supplied user credentials to execute processes and stop services.[37]
57,T1078,G0004,Ke3chang,"Ke3chang has used credential dumpers or stealers to obtain legitimate credentials, which they used to gain access to victim accounts.[38]"
58,T1078,S0599,Kinsing,Kinsing has used valid SSH credentials to access remote hosts.[39]
59,T1078,G0032,Lazarus Group,Lazarus Group has used administrator credentials to gain access to restricted network segments.[40]
60,T1078,G0065,Leviathan,Leviathan has obtained valid accounts to gain initial access.[41][42]
61,T1078,S0362,Linux Rabbit,Linux Rabbit acquires valid SSH accounts through brute force. [43]
62,T1078,G0045,menuPass,menuPass has used valid accounts including shared between Managed Service Providers and clients to move between the two environments.[44][45][46][47]
63,T1078,G0014,Night Dragon,Night Dragon has used compromised VPN accounts to gain access to victim systems.[48]
64,T1078,G0049,OilRig,OilRig has used compromised credentials to access other systems on a victim network.[49][50][15]
65,T1078,G0116,Operation Wocao,Operation Wocao has used valid VPN credentials to gain initial access.[51]
66,T1078,G0011,PittyTiger,PittyTiger attempts to obtain legitimate credentials during operations.[52]
67,T1078,G0034,Sandworm Team,Sandworm Team have used previously acquired legitimate credentials prior to attacks.[53]
68,T1078,S0053,SeaDuke,Some SeaDuke samples have a module to extract email from Microsoft Exchange servers using compromised credentials.[54]
69,T1078,G0091,Silence,Silence has used compromised credentials to log on to other systems and escalate privileges.[55]
70,T1078,G0122,Silent Librarian,Silent Librarian has used compromised credentials to obtain unauthorized access to online accounts.[56]
71,T1078,G0039,Suckfly,Suckfly used legitimate account credentials that they dumped to navigate the internal victim network as though they were the legitimate account owner.[57]
72,T1078,G0088,TEMP.Veles,TEMP.Veles has used compromised VPN accounts.[58]
73,T1078,G0027,Threat Group-3390,Threat Group-3390 actors obtain legitimate credentials using a variety of methods and use them to further lateral movement on victim networks.[59]
74,T1078,G0102,Wizard Spider,Wizard Spider has used valid credentials for privileged accounts with the goal of accessing domain controllers.[60]
75,T1091,S0092,Agent.btz,"Agent.btz drops itself onto removable media devices and creates an autorun.inf file with an instruction to run that file. When the device is inserted into another system, it opens autorun.inf and loads the malware.[1]"
76,T1091,G0007,APT28,APT28 uses a tool to infect connected USB devices and transmit itself to air-gapped computers when the infected USB device is inserted.[2]
77,T1091,S0023,CHOPSTICK,Part of APT28's operation involved using CHOPSTICK modules to copy itself to air-gapped machines and using files written to USB sticks to transfer data and command traffic.[3][2][4]
78,T1091,S0608,Conficker,Conficker variants used the Windows AUTORUN feature to spread through USB propagation.[5][6]
79,T1091,S0115,Crimson,Crimson can spread across systems by infecting removable media.[7]
80,T1091,G0012,Darkhotel,Darkhotel's selective infector modifies executables stored on removable media as a method of spreading across computers.[8]
81,T1091,S0062,DustySky,DustySky searches for removable media and duplicates itself onto it.[9]
82,T1091,G0046,FIN7,"FIN7 actors have mailed USB drives to potential victims containing malware that downloads and installs various backdoors, including in some cases for ransomware operations.[10]"
83,T1091,S0143,Flame,Flame contains modules to infect USB sticks and spread laterally to other Windows systems the stick is plugged into using Autorun functionality.[11]
84,T1091,S0132,H1N1,H1N1 has functionality to copy itself to removable media.[12]
85,T1091,G0129,Mustang Panda,Mustang Panda has used a customized PlugX variant which could spread through USB connections.[13]
86,T1091,S0385,njRAT,njRAT can be configured to spread via removable drives.[14][15]
87,T1091,S0650,QakBot,QakBot has the ability to use removable drives to spread through compromised networks.[16]
88,T1091,S0458,Ramsay,Ramsay can spread itself by infecting other portable executable files on removable drives.[17]
89,T1091,S0028,SHIPSHAPE,APT30 may have used the SHIPSHAPE malware to move onto air-gapped networks. SHIPSHAPE targets removable drives to spread to other systems by modifying the drive to use Autorun to execute or by hiding legitimate document files and copying an executable to the folder with the same name as the legitimate document.[18]
90,T1091,S0603,Stuxnet,Stuxnet can propagate via removable media using an autorun.inf file or the CVE-2010-2568 LNK vulnerability.[19]
91,T1091,G0081,Tropic Trooper,Tropic Trooper has attempted to transfer USBferry from an infected USB device by copying an Autorun function to the target machine.[20]
92,T1091,S0130,Unknown Logger,Unknown Logger is capable of spreading to USB devices.[21]
93,T1091,S0386,Ursnif,Ursnif has copied itself to and infected removable drives for propagation.[22][23]
94,T1091,S0452,USBferry,USBferry can copy its installer to attached USB storage devices.[20]
95,T1091,S0136,USBStealer,USBStealer drops itself onto removable media and relies on Autorun to execute the malicious file when a user opens the removable media on another system.[24]
96,T1133,G0026,APT18,APT18 actors leverage legitimate credentials to log into external remote services.[5]
97,T1133,G0007,APT28,APT28 has used Tor and a variety of commercial VPN services to route brute force authentication attempts.[6]
98,T1133,G0016,APT29,"APT29 has used compromised identities to access networks via SSH, VPNs, and other remote access tools.[7][8][9]"
99,T1133,G0096,APT41,APT41 compromised an online billing/payment service using VPN access between a third-party service provider and the targeted payment service.[10]
100,T1133,G0114,Chimera,"Chimera has used legitimate credentials to login to an external VPN, Citrix, SSH, and other remote services.[11][12]"
101,T1133,S0600,Doki,Doki was executed through an open Docker daemon API port.[13]
102,T1133,G0035,Dragonfly,Dragonfly has used VPNs and Outlook Web Access (OWA) to maintain access to victim networks.[14][15]
103,T1133,G0053,FIN5,"FIN5 has used legitimate VPN, Citrix, or VNC credentials to maintain access to a victim environment.[16][17][18]"
104,T1133,G0093,GALLIUM,"GALLIUM has used VPN services, including SoftEther VPN, to access and maintain persistence in victim environments.[19][20]"
105,T1133,G0115,GOLD SOUTHFIELD,GOLD SOUTHFIELD has used publicly-accessible RDP and remote management and monitoring (RMM) servers to gain access to victim machines.[21]
106,T1133,S0601,Hildegard,Hildegard was executed through an unsecure kubelet that allowed anonymous access to the victim environment.[4]
107,T1133,G0004,Ke3chang,Ke3chang has gained access through VPNs including with compromised accounts and stolen VPN certificates.[22][23]
108,T1133,G0094,Kimsuky,Kimsuky has used RDP to establish persistence.[24]
109,T1133,S0599,Kinsing,Kinsing was executed in an Ubuntu container deployed via an open Docker daemon API.[25]
110,T1133,G0065,Leviathan,Leviathan has used external remote services such as virtual private networks (VPN) to gain initial access.[26]
111,T1133,S0362,Linux Rabbit,Linux Rabbit attempts to gain access to the server via SSH.[27]
112,T1133,G0014,Night Dragon,Night Dragon has used compromised VPN accounts to gain access to victim systems.[28]
113,T1133,G0049,OilRig,"OilRig uses remote services such as VPN, Citrix, or OWA to persist in an environment.[29]"
114,T1133,G0116,Operation Wocao,Operation Wocao has used stolen credentials to connect to the victim's network via VPN.[30]
115,T1133,G0034,Sandworm Team,Sandworm Team has used Dropbear SSH with a hardcoded backdoor password to maintain persistence within the target network. Sandworm Team has also used VPN tunnels established in legitimate software company infrastructure to gain access to internal networks of that software company's users.[31][32][33]
116,T1133,G0139,TeamTNT,TeamTNT has used open-source tools such as Weave Scope to target exposed Docker API ports and gain initial access to victim environments.[34] TeamTNT has also targeted exposed kubelets for Kubernetes environments.[4]
117,T1133,G0088,TEMP.Veles,TEMP.Veles has used a VPN to persist in the victim environment.[35]
118,T1133,G0027,Threat Group-3390,Threat Group-3390 actors look for and use VPN profiles during an operation to access the network using external VPN services.[36] Threat Group-3390 has also obtained OWA account credentials during intrusions that it subsequently used to attempt to regain access when evicted from a victim network.[37]
119,T1133,G0102,Wizard Spider,Wizard Spider has accessed victim networks by using stolen credentials to access the corporate VPN infrastructure.[38]
120,T1189,G0138,Andariel,"Andariel has used watering hole attacks, often with zero-day exploits, to gain initial access to victims within a specific IP range.[3][4]"
121,T1189,G0073,APT19,APT19 performed a watering hole attack on forbes.com in 2014 to compromise targets.[5]
122,T1189,G0007,APT28,APT28 has compromised targets via strategic web compromise utilizing custom exploit kits.[6]
123,T1189,G0050,APT32,APT32 has infected victims by tricking them into visiting compromised watering hole websites.[7][8]
124,T1189,G0067,APT37,"APT37 has used strategic web compromises, particularly of South Korean websites, to distribute malware. The group has also used torrent file-sharing sites to more indiscriminately disseminate malware to victims. As part of their compromises, the group has used a Javascript based profiler called RICECURRY to profile a victim's web browser and deliver malicious code accordingly.[9][10][11]"
125,T1189,G0082,APT38,APT38 has conducted watering holes schemes to gain initial access to victims.[12][13]
126,T1189,G0001,Axiom,Axiom has used watering hole attacks to gain access.[14]
127,T1189,S0606,Bad Rabbit,Bad Rabbit spread through watering holes on popular sites by injecting JavaScript into the HTML body or a .js file.[15][16]
128,T1189,G0060,BRONZE BUTLER,BRONZE BUTLER compromised three Japanese websites using a Flash exploit to perform watering hole attacks.[17]
129,T1189,S0482,Bundlore,Bundlore has been spread through malicious advertisements on websites.[18]
130,T1189,G0070,Dark Caracal,Dark Caracal leveraged a watering hole to serve up malicious code.[19]
131,T1189,G0012,Darkhotel,Darkhotel used embedded iframes on hotel login portals to redirect selected victims to download malware.[20]
132,T1189,G0035,Dragonfly,Dragonfly has compromised targets via strategic web compromise (SWC) utilizing a custom exploit kit.[21][22][23]
133,T1189,G0066,Elderwood,Elderwood has delivered zero-day exploits and malware to victims by injecting malicious code into specific public Web pages visited by targets within a particular sector.[24][25][26]
134,T1189,S0531,Grandoreiro,Grandoreiro has used compromised websites and Google Ads to bait victims into downloading its installer.[27][28]
135,T1189,S0215,KARAE,"KARAE was distributed through torrent file-sharing websites to South Korean victims, using a YouTube video downloader application as a lure.[10]"
136,T1189,G0032,Lazarus Group,Lazarus Group delivered RATANKBA and other malicious code to victims via a compromised legitimate website.[29][30]
137,T1189,G0077,Leafminer,Leafminer has infected victims using watering holes.[31]
138,T1189,G0065,Leviathan,Leviathan has infected victims using watering holes.[32]
139,T1189,S0451,LoudMiner,LoudMiner is typically bundled with pirated copies of Virtual Studio Technology (VST) for Windows and macOS.[33]
140,T1189,G0095,Machete,Machete has distributed Machete through a fake blog website.[34]
141,T1189,G0059,Magic Hound,Magic Hound has conducted watering-hole attacks through media and magazine websites.[35]
142,T1189,G0040,Patchwork,Patchwork has used watering holes to deliver files with exploits to initial victims.[36][37]
143,T1189,G0068,PLATINUM,PLATINUM has sometimes used drive-by attacks against vulnerable browser plugins.[38]
144,T1189,S0216,POORAIM,POORAIM has been delivered through compromised sites acting as watering holes.[10]
145,T1189,G0056,PROMETHIUM,PROMETHIUM has used watering hole attacks to deliver malicious versions of legitimate installers.[39]
146,T1189,S0496,REvil,REvil has infected victim machines through compromised websites and exploit kits.[40][41][42][43]
147,T1189,G0048,RTM,"RTM has distributed its malware via the RIG and SUNDOWN exploit kits, as well as online advertising network Yandex.Direct.[44][45]"
148,T1189,G0027,Threat Group-3390,Threat Group-3390 has extensively used strategic web compromises to target victims.[46][47]
149,T1189,G0134,Transparent Tribe,"Transparent Tribe has used websites with malicious hyperlinks and iframes to infect targeted victims with Crimson, njRAT, and other malicious tools.[48][49][50]"
150,T1189,G0010,Turla,Turla has infected victims using watering holes.[51][52]
151,T1189,G0124,Windigo,Windigo has distributed Windows malware via drive-by downloads.[53]
152,T1189,G0112,Windshift,Windshift has used compromised websites to register custom URL schemes on a remote system.[54]
153,T1190,G0007,APT28,"APT28 has used a variety of public exploits, including CVE 2020-0688 and CVE 2020-17144, to gain execution on vulnerable Microsoft Exchange; they have also conducted SQL injection attacks against external websites.[8][9]"
154,T1190,G0016,APT29,"APT29 has exploited CVE-2019-19781 for Citrix, CVE-2019-11510 for Pulse Secure VPNs, CVE-2018-13379 for FortiGate VPNs, and CVE-2019-9670 in Zimbra software to gain access. They have also exploited CVE-2020-0688 against the Microsoft Exchange Control Panel to regain access to a network.[10][11][12]"
155,T1190,G0087,APT39,APT39 has used SQL injection for initial compromise.[13]
156,T1190,G0096,APT41,"APT41 exploited CVE-2020-10189 against Zoho ManageEngine Desktop Central, and CVE-2019-19781 to compromise Citrix Application Delivery Controllers (ADC) and gateway devices.[14]"
157,T1190,G0001,Axiom,Axiom has been observed using SQL injection to gain access to systems.[15][16]
158,T1190,G0135,BackdoorDiplomacy,"BackdoorDiplomacy has exploited CVE-2020-5902, an F5 BIP-IP vulnerability, to drop a Linux backdoor. BackdoorDiplomacy has also exploited mis-configured Plesk servers.[17]"
159,T1190,G0098,BlackTech,"BlackTech has exploited a buffer overflow vulnerability in Microsoft Internet Information Services (IIS) 6.0, CVE-2017-7269, in order to establish a new HTTP or command and control (C2) server.[18]"
160,T1190,G0108,Blue Mockingbird,"Blue Mockingbird has gained initial access by exploiting CVE-2019-18935, a vulnerability within Telerik UI for ASP.NET AJAX.[19]"
161,T1190,G0035,Dragonfly,"Dragonfly has conducted SQL injection attacks, exploited vulnerabilities CVE-2019-19781 and CVE-2020-0688 for Citrix and MS Exchange, and CVE-2018-13379 for Fortinet VPNs.[20]"
162,T1190,G0117,Fox Kitten,"Fox Kitten has exploited known vulnerabilities in Fortinet, PulseSecure, and Palo Alto VPN appliances.[21][22][23][24][25]"
163,T1190,G0093,GALLIUM,GALLIUM exploited a publicly-facing servers including Wildfly/JBoss servers to gain access to the network.[26][27]
164,T1190,G0115,GOLD SOUTHFIELD,GOLD SOUTHFIELD has exploited Oracle WebLogic vulnerabilities for initial compromise.[28]
165,T1190,G0125,HAFNIUM,"HAFNIUM has exploited CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, and CVE-2021-27065 to compromise on-premises versions of Microsoft Exchange Server, enabling access to email accounts and installation of additional malware.[29][30][31]"
166,T1190,S0224,Havij,Havij is used to automate SQL injection.[32]
167,T1190,G0004,Ke3chang,"Ke3chang has compromised networks by exploiting Internet-facing applications, including vulnerable Microsoft Exchange and SharePoint servers.[33]"
168,T1190,G0094,Kimsuky,"Kimsuky has exploited various vulnerabilities for initial access, including Microsoft Exchange vulnerability CVE-2020-0688.[34]"
169,T1190,G0059,Magic Hound,Magic Hound has used open-source JNDI exploit kits to leverage the Log4j (CVE-2021-44228) vulnerability.[35]
170,T1190,G0045,menuPass,menuPass has leveraged vulnerabilities in Pulse Secure VPNs to hijack sessions.[36]
171,T1190,G0014,Night Dragon,Night Dragon has performed SQL injection attacks of extranet web servers to gain access.[37]
172,T1190,G0116,Operation Wocao,Operation Wocao has gained initial access via vulnerable webservers.[38]
173,T1190,G0106,Rocke,"Rocke exploited Apache Struts, Oracle WebLogic (CVE-2017-10271), and Adobe ColdFusion (CVE-2017-3066) vulnerabilities to deliver malware.[39][40]"
174,T1190,S0623,Siloscape,Siloscape is executed after the attacker gains initial access to a Windows container using a known vulnerability.[41]
175,T1190,S0516,SoreFang,SoreFang can gain access by exploiting a Sangfor SSL VPN vulnerability that allows for the placement and delivery of malicious update binaries.[42]
176,T1190,S0225,sqlmap,sqlmap can be used to automate exploitation of SQL injection vulnerabilities.[43]
177,T1190,G0027,Threat Group-3390,"Threat Group-3390 has exploited the Microsoft SharePoint vulnerability CVE-2019-0604 and CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, and CVE-2021-27065 in Exchange Server.[44]"
178,T1190,G0123,Volatile Cedar,"Volatile Cedar has targeted publicly facing web servers, with both automatic and manual vulnerability discovery.[45] [46]"
179,T1190,S0412,ZxShell,"ZxShell has been dropped through exploitation of CVE-2011-2462, CVE-2013-3163, and CVE-2014-0322.[47]"
180,T1195.001,S0658,XCSSET,XCSSET adds malicious code to a host's Xcode projects by enumerating CocoaPods target_integrator.rb files under the /Library/Ruby/Gems folder or enumerates all .xcodeproj folders under a given directory. XCSSET then downloads a script and Mach-O file into the Xcode project folder.[2]
181,T1195.002,G0016,APT29,APT29 gained initial network access to some victims via a trojanized update of SolarWinds Orion software.[3][4][5][6]
182,T1195.002,G0096,APT41,"APT41 gained access to production environments where they could inject malicious code into legitimate, signed files and widely distribute them to end users.[7]"
183,T1195.002,S0222,CCBkdr,"CCBkdr was added to a legitimate, signed version 5.33 of the CCleaner software and distributed on CCleaner's distribution site.[8][9][1]"
184,T1195.002,G0080,Cobalt Group,Cobalt Group has compromised legitimate web browser updates to deliver a backdoor. [10]
185,T1195.002,G0035,Dragonfly,Dragonfly has placed trojanized installers for control system software on legitimate vendor app stores.[11][12]
186,T1195.002,G0115,GOLD SOUTHFIELD,GOLD SOUTHFIELD has distributed ransomware by backdooring software installers via a strategic web compromise of the site hosting Italian WinRAR.[13][14][15]
187,T1195.002,S0493,GoldenSpy,GoldenSpy has been packaged with a legitimate tax preparation software.[16]
188,T1195.002,G0034,Sandworm Team,Sandworm Team has distributed NotPetya by compromising the legitimate Ukrainian accounting software M.E.Doc and replacing a legitimate software update with a malicious one.[17][18][19]
189,T1195.002,S0562,SUNSPOT,SUNSPOT malware was designed and used to insert SUNBURST into software builds of the SolarWinds Orion IT management product.[20]
190,T1195.002,G0027,Threat Group-3390,Threat Group-3390 has compromised the Able Desktop installer to gain access to victim's environments.[21]
191,T1199,G0007,APT28,"Once APT28 gained access to the DCCC network, the group then proceeded to use that access to compromise the DNC network.[2]"
192,T1199,G0016,APT29,"APT29 has gained access through compromised accounts at cloud solution partners, and used compromised certificates issued by Mimecast to authenticate to Mimecast customer systems.[3][4][5]"
193,T1199,G0115,GOLD SOUTHFIELD,GOLD SOUTHFIELD has breached Managed Service Providers (MSP's) to deliver malware to MSP customers.[6]
194,T1199,G0045,menuPass,menuPass has used legitimate access granted to Managed Service Providers in order to access victims of interest.[7][8][9][10][11]
195,T1199,G0034,Sandworm Team,Sandworm Team has used dedicated network connections from one victim organization to gain unauthorized access to a separate organization.[12]
196,T1199,G0027,Threat Group-3390,Threat Group-3390 has compromised third party service providers to gain access to victim's environments.[13]
197,T1200,G0105,DarkVishnya,"DarkVishnya used Bash Bunny, Raspberry Pi, netbooks or inexpensive laptops to connect to the company’s local network.[5]"
198,T1566.001,G0018,admin@338,admin@338 has sent emails with malicious Microsoft Office documents attached.[1]
199,T1566.001,S0331,Agent Tesla,The primary delivered mechaism for Agent Tesla is through email phishing messages.[2]
200,T1566.001,G0130,Ajax Security Team,Ajax Security Team has used personalized spearphishing attachments.[3]
201,T1566.001,G0138,Andariel,Andariel has conducted spearphishing campaigns that included malicious Word or Excel attachments.[4][5]
202,T1566.001,S0622,AppleSeed,AppleSeed has been distributed to victims through malicious e-mail attachments.[6]
203,T1566.001,G0099,APT-C-36,APT-C-36 has used spearphishing emails with password protected RAR attachment to avoid being detected by the email gateway.[7]
204,T1566.001,G0006,APT1,APT1 has sent spearphishing emails containing malicious attachments.[8]
205,T1566.001,G0005,APT12,APT12 has sent emails with malicious Microsoft Office documents and PDFs attached.[9][10]
206,T1566.001,G0073,APT19,APT19 sent spearphishing emails with malicious attachments in RTF and XLSM formats to deliver initial exploits.[11]
207,T1566.001,G0007,APT28,APT28 sent spearphishing emails containing malicious Microsoft Office and RAR attachments.[12][13][14][15][16][17][18][19]
208,T1566.001,G0016,APT29,APT29 has used spearphishing emails with an attachment to deliver files with exploits to initial victims.[20][21][22][23][24][25]
209,T1566.001,G0013,APT30,APT30 has used spearphishing emails with malicious DOC attachments.[26]
210,T1566.001,G0050,APT32,APT32 has sent spearphishing emails with a malicious executable disguised as a document or spreadsheet.[27][28][29][30][31][32]
211,T1566.001,G0064,APT33,APT33 has sent spearphishing e-mails with archive attachments.[33]
212,T1566.001,G0067,APT37,APT37 delivers malware using spearphishing emails with malicious HWP attachments.[34][35][36]
213,T1566.001,G0082,APT38,APT38 has conducted spearphishing campaigns using malicious email attachments.[37]
214,T1566.001,G0087,APT39,APT39 leveraged spearphishing emails with malicious attachments to initially compromise victims.[38][39][40]
215,T1566.001,G0096,APT41,APT41 sent spearphishing emails with attachments such as compiled HTML (.chm) files to initially compromise their victims.[41]
216,T1566.001,S0642,BADFLICK,BADFLICK has been distributed via spearphishing campaigns containing malicious Microsoft Word documents.[42]
217,T1566.001,S0234,Bandook,Bandook is delivered via a malicious Word document inside a zip file.[43]
218,T1566.001,S0268,Bisonal,Bisonal has been delivered as malicious email attachments.[44]
219,T1566.001,G0098,BlackTech,BlackTech has used spearphishing e-mails with malicious password-protected archived files (ZIP or RAR) to deliver malware.[45][46]
220,T1566.001,S0520,BLINDINGCAN,BLINDINGCAN has been delivered by phishing emails containing malicious Microsoft Office documents.[47]
221,T1566.001,G0060,BRONZE BUTLER,BRONZE BUTLER used spearphishing emails with malicious Microsoft Word attachments to infect victims.[48][49]
222,T1566.001,S0631,Chaes,Chaes has been delivered by sending victims a phishing email containing a malicious .docx file.[50]
223,T1566.001,S0660,Clambling,Clambling has been delivered to victim's machines through malicious e-mail attachments.[51]
224,T1566.001,G0080,Cobalt Group,"Cobalt Group has sent spearphishing emails with various attachment types to corporate and personal email accounts of victim organizations. Attachment types have included .rtf, .doc, .xls, archives containing LNK files, and password protected archives containing .exe and .scr executables.[52][53][54][55][56][57][58][59]"
225,T1566.001,G0142,Confucius,Confucius has crafted and sent victims malicious attachments to gain initial access.[60]
226,T1566.001,G0012,Darkhotel,Darkhotel has sent spearphishing emails with malicious RAR and .LNK attachments.[61][62]
227,T1566.001,G0079,DarkHydrus,"DarkHydrus has sent spearphishing emails with password-protected RAR archives containing malicious Excel Web Query files (.iqy). The group has also sent spearphishing emails that contained malicious Microsoft Office documents that use the ""attachedTemplate"" technique to load a template from a remote server.[63][64][65]"
228,T1566.001,S0673,DarkWatchman,DarkWatchman has been delivered via spearphishing emails that contain a malicious zip file.[66]
229,T1566.001,G0035,Dragonfly,Dragonfly has sent emails with malicious attachments to gain initial access.[67]
230,T1566.001,G0066,Elderwood,Elderwood has delivered zero-day exploits and malware to victims via targeted emails containing malicious attachments.[68][69]
231,T1566.001,S0367,Emotet,Emotet has been delivered by phishing emails containing attachments. [70][71][72][73][74][75][76][77][78]
232,T1566.001,S0634,EnvyScout,EnvyScout has been distributed via spearphishing as an email attachment.[79]
233,T1566.001,G0137,Ferocious Kitten,Ferocious Kitten has conducted spearphishing campaigns containing malicious documents to lure victims to open the attachments.[80]
234,T1566.001,G0085,FIN4,"FIN4 has used spearphishing emails containing attachments (which are often stolen, legitimate documents sent from compromised accounts) with embedded malicious macros.[81][82]"
